COD,GENERO,PESO,ALTURA
5795,M,68.18,1.53
6828,F,73.34,1.63
9319,F,65.65,1.87
5035,F,58.17,1.54
2380,M,64.09,1.73
5928,F,68.92,1.64
960,M,55.89,1.78
2655,M,87.4,1.68
3633,F,58.38,1.78
1654,M,53.55,1.66
7940,F,65.97,1.66
5009,M,79.33,1.89
6333,F,63.43,1.49
454,M,85.68,1.75
4416,M,57.87,1.74
3083,M,57.88,1.77
7395,M,87.31,1.88
978,M,54.54,1.88
3897,M,79.41,1.79
3411,F,61.22,1.66
8178,M,73.02,1.7
2049,M,75.5,1.85
8653,M,79.24,1.68
637,F,61.8,1.78
6881,F,72.04,1.73
7206,M,69.94,1.75
1776,M,67.27,1.6
5281,F,72.7,1.79
7696,M,88.07,1.75
9206,F,65.74,1.74
478,F,51.75,1.59
84,F,62.2,1.55
1194,F,66.61,1.6
7092,F,69.09,1.68
7639,M,64.47,1.77
6221,M,86.47,1.75
9130,M,70.12,1.82
9120,F,62.48,1.64
9336,M,76.53,1.8
7509,M,66.52,2.02
912,F,66.99,1.64
5147,F,62.95,1.72
6757,M,55.73,1.73
551,M,69.02,1.83
7826,M,79.86,1.69
632,F,64.29,1.62
1288,M,85.37,1.58
9473,F,72.04,1.66
2323,F,59.31,1.82
5810,M,64.2,1.72
6356,M,92.07,1.67
789,M,76.14,1.73
8543,F,66.2,1.81
8801,F,58.52,1.68
8803,F,84.41,1.71
4249,M,98.94,1.93
6214,F,54.75,1.8
7078,M,80.07,1.78
1264,F,48.66,1.59
5809,M,65.43,1.89
7652,M,81.84,1.71
640,F,76.53,1.57
5421,M,73.53,1.88
4158,F,55.78,1.74
9420,M,91.89,1.55
7937,M,82.77,1.8
113,F,57.76,1.86
4003,F,68.29,1.74
9434,F,66.29,1.57
8936,F,56.33,1.9
7249,M,62.09,1.78
9419,M,80.45,1.8
3075,F,71.32,1.59
5621,F,65.74,1.66
4707,F,53.46,1.82
8984,M,68.21,1.89
8546,F,61.27,1.68
5645,F,81.12,1.64
7217,F,59.38,1.66
1018,F,62.67,1.77
6217,M,71.1,1.75
8245,M,73.97,1.68
8383,M,64.8,1.94
1870,M,76.98,1.73
3490,F,81.06,1.73
5212,F,66.5,1.62
6803,M,77.74,1.57
2752,M,64.15,1.88
7875,F,65.72,1.76
9890,F,69.02,1.74
8332,M,66.03,1.71
5912,M,80.4,1.87
1244,M,77.59,1.7
321,F,81.49,1.68
7569,F,76.31,1.65
863,M,71.73,1.75
2808,F,58.64,1.53
6845,M,44.95,1.49
8777,F,56.59,1.61
1191,M,91.32,1.9
4214,F,65.15,1.83
6988,M,94.77,1.91
4498,F,73.93,1.54
3932,M,72.83,1.87
7151,M,73.63,1.83
5620,M,81.66,1.76
2052,M,87.98,1.78
9163,F,83.41,1.58
9897,M,76.16,1.8
447,M,64.0,1.81
4906,F,63.65,1.84
681,M,101.03,1.7
3670,M,85.79,1.68
9306,F,61.99,2.03
1613,M,87.05,1.71
864,M,81.99,1.73
1137,M,78.29,1.74
7922,F,54.95,1.72
1637,M,72.09,1.8
2969,M,74.51,1.7
1288,M,90.78,1.71
4133,M,69.83,1.93
6473,F,66.67,1.49
4053,F,73.16,1.62
6153,M,79.68,1.62
5589,F,66.17,1.8
4200,M,60.41,1.86
1495,F,57.34,1.58
8498,M,60.87,1.8
8298,F,71.91,1.75
8493,M,75.12,1.78
5007,M,88.45,1.84
1849,M,80.18,1.94
9674,M,85.25,1.91
2986,F,67.58,1.69
5552,F,44.57,1.75
9653,F,66.93,1.88
4186,F,67.11,1.88
4321,M,67.29,1.6
355,M,63.26,1.67
1073,F,63.93,1.7
6963,M,70.8,1.85
4182,F,49.74,1.48
3293,F,69.86,1.85
4114,M,69.45,1.71
3204,M,74.34,1.83
425,F,63.86,1.43
3156,F,64.5,1.82
4314,F,72.53,1.78
9219,M,88.59,1.75
666,M,66.68,1.84
8207,F,46.22,1.54
9824,M,82.0,1.62
7578,M,65.78,1.89
2353,F,79.35,1.6
4336,M,60.63,1.78
7274,F,62.22,1.83
9953,F,60.87,1.69
7381,M,88.58,1.94
1973,F,65.59,1.67
4723,M,75.1,1.8
5343,F,68.25,1.66
8340,F,53.35,1.85
5898,M,82.29,1.92
2251,M,66.03,1.76
748,F,64.97,1.76
9464,F,53.24,1.52
4258,F,76.64,1.59
76,M,80.25,1.73
5127,F,71.69,1.53
6172,F,64.18,1.69
4827,M,61.17,1.72
8315,F,62.18,1.74
1308,F,73.21,1.57
9341,F,62.66,1.53
9964,F,67.87,1.54
5106,M,70.83,1.81
1325,F,65.67,1.64
8253,F,57.41,1.79
5048,F,79.76,1.6
389,F,75.37,1.53
3156,M,74.25,1.82
8251,F,66.5,1.72
3275,M,81.63,1.86
7824,F,71.55,1.8
7794,M,61.88,1.79
3776,F,65.93,1.54
5300,M,71.46,1.73
7301,F,69.22,1.79
3100,F,68.15,1.73
3719,F,71.1,1.68
974,F,62.18,1.53
2616,F,67.84,1.46
20,F,72.82,1.65
4293,F,49.42,1.77
9001,M,53.43,1.65
5169,M,76.43,1.92
1931,M,70.12,1.74
163,M,83.24,1.91
2151,F,71.18,1.71
2403,F,78.16,1.68
7018,F,60.24,1.77
9926,F,79.01,1.64
8267,F,70.42,1.75
4870,M,89.1,1.75
9039,M,86.34,1.91
6138,M,90.69,1.69
3581,M,71.54,1.83
6500,F,65.73,1.58
9506,F,61.34,1.51
1888,M,65.64,1.67
9939,F,62.39,1.74
4468,M,74.38,1.58
5248,F,59.7,1.49
5421,F,56.15,1.59
8919,F,77.09,1.65
1992,F,73.61,1.79
588,M,59.06,1.79
7203,M,91.22,1.73
4727,M,98.86,1.71
7927,F,57.63,1.73
9282,M,55.16,1.78
4838,M,74.07,1.83
8129,F,60.15,2.01
1161,M,71.93,1.87
4500,F,58.05,1.71
4831,M,78.0,1.76
1217,F,74.16,1.71
9548,F,58.17,1.7
6783,F,54.18,1.54
1495,F,71.99,1.72
2386,F,49.9,1.67
7758,F,48.95,1.75
3431,M,67.09,1.81
6921,F,65.84,1.68
4845,M,74.99,1.62
6057,M,83.35,1.88
4104,M,79.58,2.08
7007,M,71.2,1.88
3709,M,86.74,1.9
477,M,73.74,1.88
9338,F,63.82,1.71
8016,F,66.76,1.68
1439,F,58.23,1.6
9564,F,70.1,1.69
8679,F,66.53,1.74
5409,M,64.99,1.72
5283,M,86.35,1.82
1462,F,59.15,1.72
8465,M,63.4,1.79
6344,F,63.58,1.68
8233,F,68.26,1.76
8752,F,67.93,1.61
3770,F,56.8,1.54
8592,F,48.7,1.55
1984,M,81.79,1.58
464,F,68.91,1.63
4615,F,69.94,1.75
7478,F,81.84,1.71
6726,M,66.59,1.87
8608,F,72.8,1.8
6942,F,66.46,1.85
2446,M,77.41,1.91
3667,M,77.91,1.83
2986,F,53.8,1.8
9131,M,82.63,1.92
7373,F,56.82,1.75
1743,M,66.68,2.0
131,F,65.62,1.69
6545,M,80.97,1.82
4301,F,58.25,1.73
2243,M,73.69,1.82
3524,M,75.7,1.81
2965,M,75.97,1.79
2118,M,93.64,1.73
8871,F,62.38,1.7
8684,F,76.9,1.54
3012,F,60.48,1.72
6823,F,61.97,1.75
8833,M,86.45,1.8
698,F,65.06,1.67
6402,F,62.01,1.81
7751,M,72.85,1.86
5700,M,74.12,1.68
1222,M,82.14,1.69
4822,M,62.55,1.87
7929,F,77.05,1.62
5744,M,71.75,1.78
7717,F,55.46,1.83
8569,F,65.95,1.61
4670,M,65.29,1.71
455,F,65.3,1.65
8373,M,89.81,1.79
5049,F,66.45,1.9
6899,M,76.71,1.74
9603,M,87.83,1.88
7169,M,70.01,1.77
7891,F,72.59,1.74
2861,M,87.43,1.96
5693,F,57.22,1.48
3298,F,71.28,1.77
6186,M,84.45,1.82
4887,F,69.03,1.72
4973,F,49.34,1.73
8371,F,53.58,1.6
2291,M,69.35,1.71
1593,M,67.21,1.82
5128,M,70.43,1.89
7132,M,74.63,1.66
2881,M,82.31,1.97
5554,F,58.05,1.79
7960,F,69.67,1.64
2864,F,64.61,1.51
8161,M,54.7,1.85
1604,M,95.66,1.81
3541,M,62.62,1.65
8397,M,81.75,1.83
4083,F,66.52,1.88
4122,F,53.06,1.88
1398,F,74.7,1.52
5814,F,72.81,1.72
3883,M,84.95,1.81
6948,M,75.72,1.75
7731,F,64.15,1.62
4558,F,62.87,1.67
4570,M,77.94,1.89
6895,F,49.29,1.8
3618,F,72.18,1.64
8751,M,56.54,1.82
3175,M,87.01,1.84
3497,M,73.01,1.81
8723,M,70.08,1.75
1689,M,52.86,1.8
938,F,65.96,1.9
954,F,55.17,1.6
3108,F,52.03,1.4
4701,M,74.36,1.78
4081,F,58.25,1.58
4561,F,74.15,1.57
1432,F,57.76,1.63
1711,F,64.09,1.69
8377,F,55.36,1.74
1749,M,99.45,1.92
9257,F,67.21,1.73
858,F,75.14,1.68
6220,F,65.1,1.75
8837,F,73.86,1.45
193,F,71.41,1.78
9596,F,84.85,1.78
2064,F,67.97,1.68
1940,M,65.95,1.81
940,M,85.36,1.73
275,M,81.1,1.85
3399,M,96.54,1.62
6366,F,62.42,1.7
1876,M,76.31,1.78
2247,M,73.62,1.76
4551,F,70.79,1.67
4865,F,73.18,1.69
7575,F,70.04,1.6
3212,F,67.67,1.82
5028,F,63.86,1.6
5701,F,74.43,1.48
7016,F,67.3,1.7
9487,M,93.01,1.79
6562,F,56.13,1.62
4331,M,71.13,1.95
3305,F,62.63,1.5
6375,M,95.11,1.73
4532,M,88.59,1.78
2997,F,67.09,1.8
7591,M,62.72,1.9
5417,M,67.49,1.92
5424,F,63.05,1.66
5097,M,78.9,1.73
6707,M,90.22,1.76
2959,F,54.4,1.44
1381,M,83.21,1.81
8302,M,95.24,1.66
5339,F,54.73,1.61
8651,M,80.12,1.8
490,F,60.63,1.53
2523,M,73.41,1.93
9083,M,66.16,1.87
3994,F,67.39,1.62
7045,M,76.67,1.66
1285,M,69.24,1.78
3416,M,71.09,1.74
6749,F,53.67,1.8
4651,M,85.08,1.75
2328,M,80.03,1.91
9763,F,69.03,1.79
5977,F,72.03,1.55
4301,M,66.3,1.85
7771,F,73.72,1.59
9739,F,70.47,1.79
9999,F,65.38,1.5
8253,F,61.26,1.71
4474,F,59.98,1.81
5406,M,62.95,1.73
6923,M,69.1,1.6
9543,M,69.93,1.88
5820,M,71.84,1.86
9577,F,72.99,1.64
143,M,65.0,1.65
8158,F,76.79,1.7
3893,M,73.75,1.69
7642,F,59.87,1.64
7850,F,50.21,1.56
9017,M,88.25,1.54
4469,F,71.16,1.63
9819,F,55.56,1.63
5059,F,57.55,1.68
9613,M,78.55,1.87
3289,M,74.09,1.74
9555,F,63.6,1.73
381,M,64.41,1.79
3511,F,69.27,1.87
4106,M,80.95,1.71
1909,F,52.75,1.76
1555,F,62.59,1.52
7073,M,72.27,1.91
9433,F,60.35,1.8
503,M,80.41,1.88
4398,F,65.1,1.64
9078,F,80.39,1.81
3556,M,62.52,1.53
8104,F,64.13,1.78
3644,F,62.07,1.6
6215,M,65.29,1.7
1668,F,69.18,1.81
8650,F,68.44,1.48
5957,M,77.49,1.78
7310,M,60.5,1.73
2907,M,67.7,1.72
3262,F,77.6,1.69
5831,M,75.08,1.9
8922,F,83.06,1.7
6190,M,80.08,1.63
7790,M,100.51,1.75
9740,M,44.33,1.66
8063,F,61.7,1.71
8765,M,87.95,1.83
5851,F,65.24,1.67
4857,M,76.25,1.74
8411,F,71.82,1.79
7550,F,65.27,1.7
8856,M,75.74,1.9
2889,F,60.09,1.66
8569,F,67.76,1.56
5695,M,70.21,1.94
1950,F,65.37,1.63
9244,M,91.11,1.95
8477,M,66.07,1.78
1295,M,73.11,1.69
7662,F,71.33,1.76
8115,M,60.12,1.81
8423,F,80.32,1.67
7532,M,78.3,1.61
4176,F,61.9,1.64
5653,F,68.13,1.65
4818,F,75.8,1.72
2800,M,80.92,1.79
8454,F,59.18,1.7
8601,M,77.55,1.77
2691,M,68.45,1.81
1574,M,64.87,1.92
9771,F,73.18,1.75
3575,F,61.6,1.52
803,F,68.82,1.68
1514,F,66.27,1.68
4756,F,75.89,1.54
5341,M,75.5,1.69
5358,M,79.26,1.92
1117,F,68.42,1.79
5230,M,64.19,1.85
93,F,58.16,1.55
571,M,73.7,1.92
7386,F,64.41,1.48
6053,F,66.89,1.72
4544,F,51.19,1.7
5693,F,76.96,1.67
4446,M,74.24,1.76
5143,F,66.63,1.71
9779,F,67.9,1.87
8878,F,60.65,1.96
7973,M,81.49,1.65
3426,M,65.18,1.89
2986,F,68.5,1.68
9171,M,78.67,1.71
8221,M,80.05,1.73
5263,M,60.32,1.77
8736,F,56.25,1.63
3616,M,71.97,1.72
8622,M,65.36,1.65
4721,M,73.21,1.5
1003,F,48.61,1.68
475,M,61.13,1.82
1699,F,71.42,1.74
369,M,66.36,1.88
9400,M,82.07,1.79
2791,M,81.94,1.83
9284,M,68.99,1.89
3484,F,64.38,1.72
6804,M,76.13,1.88
5899,M,72.37,1.79
4704,F,78.58,1.49
1680,F,58.32,1.71
9551,M,76.47,1.86
3226,M,76.87,1.68
2007,M,77.82,1.71
9196,M,85.48,1.86
6846,M,80.52,1.64
3597,M,84.76,1.62
9233,F,58.99,1.63
5645,M,70.13,1.85
5768,M,90.87,1.65
4710,F,57.74,1.81
6342,F,52.1,1.73
7456,M,73.1,1.83
2225,F,61.53,1.77
5155,F,67.99,1.61
1080,F,66.27,1.72
8262,M,74.61,1.63
7025,F,61.34,1.73
606,M,72.55,1.78
7920,F,51.75,1.57
181,F,67.26,1.78
8897,M,71.0,1.83
2235,F,63.49,1.54
4052,M,85.76,1.84
5690,F,78.97,1.78
7467,M,75.09,1.82
8450,F,69.54,1.89
5782,F,63.54,1.79
5429,M,93.67,1.68
7490,F,80.34,1.78
3560,M,66.52,1.7
3340,F,64.04,1.58
3577,F,55.96,1.76
137,F,80.18,1.65
4851,M,77.76,1.72
9884,M,78.59,1.83
2395,F,76.15,1.75
2633,F,73.0,1.72
6552,F,63.67,1.65
6107,M,77.55,1.85
9771,F,69.31,1.63
4300,F,46.53,1.59
7852,F,74.9,1.66
2044,M,95.0,1.8
4964,M,60.36,1.91
1606,F,57.63,1.66
3509,F,71.11,1.65
813,M,82.45,1.79
5692,F,67.4,1.86
6919,F,54.8,1.52
7378,F,63.71,1.82
9376,M,93.94,1.8
3426,F,58.74,1.59
7203,M,80.22,1.76
9709,F,57.74,1.72
7686,F,74.25,1.54
860,M,78.68,1.79
769,F,78.86,1.9
5953,F,77.1,1.73
4595,F,71.95,1.64
2220,F,62.35,1.61
5787,F,77.92,1.7
7375,M,76.76,1.77
4914,M,84.16,1.62
6755,F,60.72,1.71
7491,F,67.1,1.6
3214,M,66.74,1.82
1498,M,87.59,1.71
8666,M,91.57,1.72
3705,M,70.7,1.63
1269,M,72.31,1.89
1153,M,71.7,1.61
6445,F,52.23,1.51
7352,M,66.01,1.84
4176,M,77.37,1.84
3045,F,67.41,1.62
6257,F,57.37,1.86
7287,F,55.59,1.71
2540,M,71.13,1.74
4671,F,52.33,1.68
6427,M,68.62,1.51
5657,M,74.62,1.8
3854,F,47.68,1.68
9218,M,71.72,1.79
4573,F,70.88,1.35
415,F,66.23,1.67
3398,M,72.47,1.89
5999,M,92.97,1.63
2426,F,59.64,1.59
6824,F,65.99,1.76
1582,F,66.84,1.73
6908,M,72.6,1.65
6346,M,83.03,1.88
8771,F,67.65,1.57
7535,M,68.51,1.76
3956,F,50.05,1.79
6487,F,72.83,1.62
2883,M,85.34,1.74
3901,F,63.2,1.71
8175,M,61.27,1.78
7520,M,73.32,1.75
1520,M,76.7,1.79
8643,M,77.48,1.68
5744,M,76.46,1.72
908,M,70.75,1.74
980,M,66.93,1.64
7206,M,78.62,1.71
7686,F,73.51,1.69
1771,M,72.28,1.7
5900,F,82.82,1.57
4846,F,52.44,1.76
602,M,69.81,1.83
3868,M,68.31,1.68
586,F,61.45,1.78
5154,F,61.84,1.69
9376,M,71.92,1.73
1384,M,65.05,1.75
2260,F,63.59,1.61
1094,F,54.43,1.54
1210,M,78.71,1.72
1977,M,53.95,1.68
3657,F,65.53,1.8
544,M,67.52,1.76
5785,M,82.68,1.81
6339,M,73.66,1.65
1321,M,79.47,1.79
2525,M,65.88,1.72
9736,M,73.32,1.81
18,M,69.14,1.73
4835,M,83.11,1.97
3561,F,55.79,1.59
4058,M,66.21,1.99
1830,M,71.67,1.82
868,F,73.68,1.71
4975,M,54.04,1.73
6271,M,65.06,1.92
831,F,66.29,1.62
9085,F,62.79,1.85
8564,F,63.39,1.72
8217,M,56.69,1.89
7876,F,72.03,1.67
8893,F,69.8,1.81
1180,F,82.42,1.57
3486,M,82.78,1.81
897,M,80.45,1.69
3169,F,45.55,1.75
3302,M,73.57,1.81
84,F,75.49,1.52
9653,F,54.02,1.84
413,M,69.43,1.82
9737,F,61.86,1.6
4011,F,74.73,1.67
5198,F,62.39,1.75
5848,F,57.69,1.68
5289,F,65.06,1.74
8206,M,55.27,1.72
1737,F,56.38,1.6
226,M,84.08,1.82
6423,M,76.4,1.58
7120,F,64.23,1.51
808,M,69.78,1.57
936,M,73.84,1.93
1173,M,84.79,1.8
5316,F,57.82,1.63
5870,F,61.04,1.71
2089,M,75.46,1.6
3722,F,55.27,1.58
7344,F,67.65,1.7
3622,F,51.27,1.56
4389,M,78.49,1.75
2416,M,81.21,1.81
2882,M,69.26,1.88
1814,F,60.97,1.66
1524,M,65.44,1.8
9271,F,68.64,1.77
8002,M,91.5,1.95
1000,M,77.73,1.78
2414,F,67.96,1.63
5485,M,85.03,1.8
9354,F,60.92,1.89
2332,F,55.11,1.62
4935,F,65.05,1.66
2937,M,85.17,1.66
4311,F,62.28,1.51
4890,F,52.39,1.73
5087,M,76.1,1.75
1859,F,61.22,1.53
8140,F,70.93,1.68
9500,M,73.52,1.72
1379,M,70.73,1.84
1711,F,53.69,1.62
468,M,84.97,1.78
5779,F,70.94,1.74
4393,F,66.31,1.68
3023,M,77.69,1.88
739,M,73.31,1.61
7242,F,58.79,1.72
9330,M,78.37,1.76
9323,F,50.65,1.84
1657,F,80.18,1.75
1611,F,69.43,1.75
5926,M,65.53,1.84
3171,F,71.49,1.75
3447,M,84.08,1.79
2525,F,53.74,1.67
8923,M,79.98,1.66
3524,F,62.5,1.73
8890,M,79.55,1.64
7839,F,57.52,1.6
869,M,49.15,1.78
7267,M,89.2,1.87
8772,F,65.49,1.75
3739,F,63.97,1.85
774,M,76.41,1.87
3117,M,74.55,1.69
6332,M,77.43,1.79
9945,F,75.14,1.84
8272,M,74.86,1.86
769,M,78.32,1.76
2151,F,55.98,1.69
6801,F,58.93,1.57
4580,M,82.92,1.86
651,M,75.44,1.69
311,F,70.36,1.76
3806,F,58.16,1.7
2472,M,65.36,1.77
8896,F,62.98,1.63
9579,M,66.15,1.87
1183,F,55.85,1.44
5707,M,67.96,1.59
7257,M,69.65,1.83
6063,M,74.06,2.02
4397,F,65.7,1.71
3973,M,73.66,1.84
8633,M,69.09,1.69
3520,F,69.45,1.52
9945,M,79.82,1.78
6331,M,80.98,1.85
2948,F,69.83,1.74
5675,M,89.92,1.67
4271,M,73.81,1.83
4179,F,61.18,1.53
8526,M,64.04,1.66
7654,M,76.72,1.79
5580,M,63.8,1.74
8863,M,82.68,1.59
5160,M,62.44,1.89
1236,F,64.16,1.66
6424,M,78.65,1.72
6685,F,78.61,1.81
1227,F,70.64,1.62
1592,M,78.07,1.68
4448,M,64.68,1.7
3452,M,71.01,1.69
4199,M,87.99,1.69
9921,M,65.4,1.6
119,M,82.91,1.74
8682,F,65.86,1.62
6094,F,75.34,1.7
4848,M,79.3,1.72
9324,M,81.18,1.88
7782,M,88.46,1.72
4076,F,57.17,1.7
8576,M,94.53,1.98
475,M,72.8,1.57
3838,M,76.42,1.67
5062,F,64.05,1.75
248,F,72.79,1.77
9272,M,67.78,1.91
4459,M,72.78,1.83
5079,M,76.05,1.87
3887,M,68.92,1.59
8738,F,75.5,1.77
144,F,67.41,1.7
5587,F,57.31,1.5
3239,F,66.84,1.77
826,M,77.16,1.77
6268,M,81.96,1.75
1941,M,80.35,1.72
733,M,77.18,1.78
5291,F,71.14,1.74
7920,F,61.0,1.47
667,M,73.43,1.88
1969,M,76.61,1.99
7841,M,75.04,1.88
7222,M,70.81,1.7
7832,M,66.33,1.84
4511,F,55.27,1.81
916,M,83.83,1.71
7730,M,69.0,1.64
2185,M,74.95,1.86
4906,M,71.7,1.69
4693,F,59.46,1.58
2865,M,83.68,1.76
7187,F,63.89,1.72
3610,F,60.28,1.88
7084,F,58.97,1.62
1947,M,85.1,1.88
2843,M,77.72,1.85
4506,F,61.66,1.87
2421,M,77.54,1.55
7129,M,77.81,1.7
7141,M,83.49,1.7
2880,M,76.6,1.61
8541,M,76.45,1.7
2060,M,81.58,1.86
536,M,93.65,1.95
9227,F,65.66,1.63
7302,F,59.58,1.5
1276,M,56.33,1.83
9824,F,68.38,1.5
3705,F,62.73,1.61
2030,F,79.09,1.62
436,F,56.22,1.93
8671,M,69.18,1.85
128,F,53.82,1.65
5834,M,81.43,1.67
2088,F,65.84,2.01
430,F,65.48,1.79
49,M,73.0,1.89
9349,F,56.44,1.79
7147,F,72.68,1.69
1603,F,50.04,1.7
844,M,94.0,1.71
7661,F,57.6,1.67
1347,M,73.61,1.85
8107,M,53.36,1.79
7938,M,56.33,1.63
3244,M,73.78,1.58
5132,M,72.64,1.74
320,M,79.18,1.68
7567,M,81.86,1.96
2714,M,62.2,1.74
5821,M,84.02,1.8
9485,M,72.35,1.75
993,M,92.17,1.75
3410,M,76.67,1.86
2701,F,55.57,1.68
493,M,84.57,1.64
9773,M,76.5,1.69
3024,M,75.16,1.67
9705,F,75.31,1.75
4685,M,85.01,1.81
9668,M,74.77,1.55
5867,M,98.26,1.64
5492,M,72.97,1.73
4212,M,81.7,1.85
3397,F,72.61,1.6
9454,M,81.69,1.86
9227,F,78.3,1.67
5168,F,70.88,1.76
9253,F,61.27,1.53
2303,M,81.81,1.63
8007,F,50.85,1.59
2586,F,59.27,1.66
8558,F,54.97,1.72
5419,M,57.59,1.79
6875,F,65.09,1.8
916,F,63.86,1.52
5097,F,62.19,1.73
4404,F,70.85,1.56
1971,M,77.57,1.89
1629,F,54.72,1.76
2929,F,67.81,1.69
3418,M,80.7,1.74
5264,M,76.43,1.81
7645,M,62.24,1.81
745,M,58.4,1.57
5480,F,71.78,1.71
9656,F,75.36,1.52
3084,F,68.98,1.82
5115,F,60.07,1.69
5551,M,75.31,1.61
5319,M,77.26,1.83
9551,F,67.77,1.56
199,M,78.58,1.79
7901,F,62.73,1.9
7622,M,67.13,1.73
9720,F,65.2,1.83
2012,M,75.7,1.87
6535,F,59.78,1.67
4426,M,81.6,1.85
7235,M,69.29,1.96
6216,F,65.17,1.69
802,M,73.39,1.87
3632,F,72.54,1.61
7901,F,68.38,1.47
7583,F,49.67,1.76
8482,F,65.39,1.73
2407,M,74.49,1.63
1503,F,70.24,1.66
8346,F,66.68,1.71
6915,F,71.71,1.82
3327,F,75.34,1.51
3976,F,61.34,1.64
9926,M,70.39,1.66
2134,F,64.57,1.89
7100,M,88.64,1.72
269,M,77.9,1.75
8054,F,66.75,1.62
9885,F,64.66,1.69
4710,F,64.51,1.81
378,M,77.08,1.78
6474,F,60.5,1.79
2746,F,71.96,1.63
7852,F,68.42,1.68
1450,F,68.52,1.51
6748,F,52.6,1.58
4262,M,76.46,1.57
7225,M,54.93,1.66
3016,F,79.08,1.64
1192,F,71.26,1.75
8779,F,64.39,1.73
3273,F,61.3,1.7
2994,F,62.75,1.59
3385,F,52.27,1.78
807,F,48.56,1.76
5168,F,72.67,1.73
9496,M,67.12,1.8
4707,F,56.49,1.53
6339,M,69.63,1.79
3389,M,89.52,1.65
5161,M,63.05,1.88
6746,M,80.8,1.91
9180,M,55.32,1.78
9440,F,67.97,1.74
1674,F,70.34,1.59
1144,M,74.38,1.8
5295,M,75.78,1.93
7665,M,73.03,1.68
5180,F,84.67,1.41
5638,F,63.82,1.69
6478,M,65.67,1.84
5043,F,61.48,1.69
5179,M,69.9,1.7
8443,M,65.65,1.84
9343,F,65.92,1.63
4860,M,63.42,1.82
6012,F,74.02,1.76
884,F,64.25,1.58
6865,F,66.01,1.6
7173,M,71.47,1.89
1770,F,66.84,1.34
9809,F,60.08,1.79
6573,F,64.36,1.67
5350,M,87.98,1.76
3948,M,90.82,1.67
3490,M,81.75,1.58
9636,F,74.91,1.62
6023,M,79.33,1.71
2514,M,74.71,1.67
6618,F,63.91,1.76
92,M,71.25,1.89
4590,F,69.68,1.76
4613,M,71.7,1.65
4929,M,99.58,1.66
2242,F,74.94,1.55
1259,F,57.46,1.76
8284,M,82.12,1.72
7686,F,63.91,1.46
8829,F,66.77,1.69
9859,F,56.27,1.71
7859,M,74.4,1.8
9139,M,71.89,1.7
3883,M,76.4,2.0
684,M,83.18,1.73
8060,F,65.28,1.47
868,F,61.33,1.8
6741,M,72.62,1.7
7221,M,65.12,1.75
9975,F,84.44,1.71
6636,M,73.1,1.67
1562,M,69.67,1.88
6567,F,73.96,1.63
4140,M,74.79,1.62
9800,F,69.07,1.66
7098,M,82.16,1.82
2156,M,82.64,1.75
5721,F,58.17,1.79
2571,F,55.72,1.6
7919,F,58.71,1.81
9793,M,71.39,1.64
2354,M,62.36,1.82
9478,M,76.54,1.77
8932,F,71.38,1.63
3613,F,65.18,1.73
2060,F,79.3,1.68
3694,F,45.84,1.63
4073,M,75.83,1.81
4094,F,65.09,1.67
2999,M,68.07,1.87
8641,M,56.37,1.55
8323,M,80.54,1.82
7418,F,62.25,1.62
8841,F,68.48,1.65
687,M,55.1,1.76
1868,M,77.21,1.87
8048,M,73.41,1.84
9479,F,65.45,1.6
4942,F,74.48,1.68
551,F,68.44,1.62
2902,F,78.09,1.46
5004,M,63.49,1.75
7305,M,79.29,1.76
5794,F,84.38,1.55
649,M,81.36,1.78
8175,M,82.09,1.65
7830,M,59.27,1.84
389,M,76.12,1.63
3305,M,60.05,1.85
7715,F,51.03,1.59
7509,F,77.8,1.45
3667,M,83.93,1.75
5558,F,81.12,1.47
5973,M,102.03,1.72
8630,F,72.96,1.66
7410,M,82.79,1.95
5802,M,78.85,1.96
2604,M,71.52,1.74
456,F,64.68,1.93
5249,M,85.03,1.67
6964,F,65.76,1.72
8337,M,63.09,1.8
9902,F,60.38,1.7
9903,F,53.38,1.64
1867,M,71.62,1.81
7638,F,64.81,1.69
8101,F,69.33,1.67
153,F,69.55,1.38
1017,M,84.82,1.7
1404,F,74.77,1.76
7728,F,83.26,1.82
7447,M,91.39,1.7
4881,F,59.25,1.75
7691,F,59.83,1.67
5412,M,81.69,1.81
5943,F,67.46,1.68
7718,F,65.5,1.62
235,F,60.24,1.8
2111,F,48.26,1.7
5694,M,94.58,1.78
311,M,70.44,1.67
5003,M,87.62,1.72
3099,M,71.97,1.84
4241,F,56.97,1.61
7396,F,52.97,1.69
9957,M,73.25,1.96
7750,F,52.92,1.68
1379,M,76.34,1.86
7488,F,71.84,1.41
7615,M,86.59,1.73
3193,F,73.98,1.8
6765,M,66.41,1.87
650,M,68.65,1.72
6513,M,73.4,1.58
9967,M,49.26,1.65
3959,M,80.15,1.61
3678,M,66.88,1.84
1189,M,77.89,1.82
5024,M,74.5,1.79
9353,M,82.68,1.8
5780,F,68.9,1.44
6863,M,72.87,1.85
2641,F,65.4,1.64
8812,F,70.42,1.69
8609,M,73.98,2.0
441,F,57.69,1.73
3778,M,61.09,1.97
9803,F,76.49,1.69
1872,M,62.83,1.66
9107,M,75.03,1.61
5442,F,72.12,1.66
7745,M,75.19,1.76
2863,F,58.57,1.67
7702,M,68.09,1.56
1635,F,69.06,1.55
4660,M,75.24,1.76
